comparison,FEATURE_ID,c1_num_reps,c2_num_reps,counts_c1_g1,counts_c1_g2,counts_c1_both,counts_c2_g1,counts_c2_g2,counts_c2_both,prior_c1_g1,prior_c1_g2,prior_c2_g1,prior_c2_g2,H3_independence_Bayes_evidence,g1_c1_sampleprop,g1_c1_theta,g1_c1_q025,g1_c1_q975,g1_c1_Bayes_evidence,g1_c1_AI_decision,g1_c2_sampleprop,g1_c2_theta,g1_c2_q025,g1_c2_q975,g1_c2_Bayes_evidence,g1_c2_AI_decision,alpha1_postmean,alpha2_postmean,c1_flag_analyze,c2_flag_analyze
line,fusion_id,3,3,249,253,130,256,239,94,0.8,0.8,0.8,0.8,0.7413,0.496,0.4977,0.4263,0.5683,0.9447,0,0.5172,0.5134,0.445,0.5814,0.682,0,1.0074,0.9756,1,1
line,fusion_id,3,3,237,221,160,215,256,98,0.8,0.8,0.8,0.8,0.3213,0.5175,0.5195,0.4312,0.6101,0.666,0,0.4565,0.4641,0.3868,0.5406,0.342,0,0.9653,1.0784,1,1
line,fusion_id,3,3,277,245,107,228,265,111,0.8,0.8,0.8,0.8,0.2073,0.5307,0.5303,0.4599,0.5968,0.3753,0,0.4625,0.4662,0.3979,0.537,0.3293,0,0.9433,1.0732,1,1
line,fusion_id,3,3,255,227,117,212,252,141,0.8,0.8,0.8,0.8,0.2067,0.529,0.5254,0.4566,0.5965,0.4793,0,0.4569,0.4586,0.3888,0.5325,0.254,0,0.9526,1.09,1,1
line,fusion_id,3,3,233,267,130,224,225,126,0.8,0.8,0.8,0.8,0.5327,0.466,0.4677,0.3976,0.5416,0.364,0,0.4989,0.4982,0.4286,0.5662,0.964,0,1.07,1.0061,1,1
line,fusion_id,3,3,242,263,126,268,243,90,0.8,0.8,0.8,0.8,0.426,0.4792,0.4814,0.4052,0.5542,0.5967,0,0.5245,0.5212,0.446,0.59,0.54,0,1.0412,0.9609,1,1
line,fusion_id,3,3,299,221,139,250,199,129,0.8,0.8,0.8,0.8,0.7167,0.575,0.5709,0.499,0.6403,0.0553,0,0.5568,0.5512,0.4772,0.6225,0.1613,0,0.8687,0.9045,1,1
line,fusion_id,3,3,251,216,132,244,263,113,0.8,0.8,0.8,0.8,0.2827,0.5375,0.5337,0.4688,0.5988,0.3167,0,0.4813,0.4839,0.4186,0.5495,0.6213,0,0.9367,1.0353,1,1
line,fusion_id,3,3,257,209,118,257,290,112,0.8,0.8,0.8,0.8,0.144,0.5515,0.5464,0.4759,0.6168,0.1947,0,0.4698,0.4726,0.4037,0.5416,0.4073,0,0.913,1.0592,1,1
line,fusion_id,3,3,296,230,124,203,265,126,0.8,0.8,0.8,0.8,0.0733,0.5627,0.5532,0.4674,0.6308,0.1993,0,0.4338,0.4438,0.3584,0.5356,0.2007,0,0.9013,1.1253,1,1
line,fusion_id,3,3,229,206,119,264,205,129,0.8,0.8,0.8,0.8,0.452,0.5264,0.5232,0.4564,0.5913,0.4833,0,0.5629,0.5601,0.4926,0.6259,0.0753,0,0.9567,0.8879,1,1
line,fusion_id,3,3,193,267,110,215,243,127,0.8,0.8,0.8,0.8,0.3187,0.4196,0.4267,0.3666,0.4928,0.026,1,0.4694,0.4709,0.4048,0.5355,0.3853,0,1.1624,1.0627,1,1
line,fusion_id,3,3,215,257,124,219,250,137,0.8,0.8,0.8,0.8,0.84,0.4555,0.4596,0.3932,0.5299,0.2453,0,0.467,0.4683,0.396,0.54,0.372,0,1.0873,1.0689,1,1
line,fusion_id,3,3,291,224,119,241,252,130,0.8,0.8,0.8,0.8,0.1433,0.565,0.5601,0.4958,0.6219,0.068,0,0.4888,0.4908,0.4242,0.557,0.7787,0,0.8876,1.021,1,1
line,fusion_id,3,3,216,240,92,226,254,116,0.8,0.8,0.8,0.8,0.9473,0.4737,0.4774,0.411,0.5434,0.5133,0,0.4708,0.4746,0.4013,0.5498,0.4593,0,1.049,1.0553,1,1
line,fusion_id,3,3,301,286,100,218,238,135,0.8,0.8,0.8,0.8,0.5287,0.5128,0.5112,0.4436,0.5759,0.7427,0,0.4781,0.4798,0.404,0.5584,0.5933,0,0.98,1.0446,1,1
line,fusion_id,3,3,259,242,136,245,260,124,0.8,0.8,0.8,0.8,0.54,0.517,0.5163,0.4499,0.5835,0.612,0,0.4851,0.4867,0.421,0.5473,0.7,0,0.9699,1.0294,1,1
line,fusion_id,3,3,207,233,115,211,220,116,0.8,0.8,0.8,0.8,0.6733,0.4705,0.4729,0.4075,0.5424,0.4033,0,0.4896,0.4911,0.424,0.5602,0.7867,0,1.0585,1.0205,1,1
line,fusion_id,3,3,254,255,127,283,223,105,0.8,0.8,0.8,0.8,0.238,0.499,0.4974,0.4266,0.5702,0.9333,0,0.5593,0.554,0.4867,0.6193,0.104,0,1.0078,0.8988,1,1
line,fusion_id,3,3,259,246,92,217,248,119,0.8,0.8,0.8,0.8,0.4467,0.5129,0.5122,0.4369,0.5869,0.738,0,0.4667,0.4706,0.3975,0.5513,0.444,0,0.9786,1.0644,1,1
line,fusion_id,3,3,256,215,138,249,232,120,0.8,0.8,0.8,0.8,0.63,0.5435,0.5415,0.4664,0.6148,0.2673,0,0.5177,0.5165,0.4479,0.5875,0.634,0,0.9223,0.9699,1,1
line,fusion_id,3,3,234,277,115,230,247,134,0.8,0.8,0.8,0.8,0.6173,0.4579,0.4617,0.3971,0.5312,0.2607,0,0.4822,0.4837,0.4178,0.5485,0.6253,0,1.0826,1.0355,1,1
line,fusion_id,3,3,243,268,127,201,213,134,0.8,0.8,0.8,0.8,0.8587,0.4755,0.4772,0.4049,0.5502,0.556,0,0.4855,0.4868,0.4092,0.5658,0.7367,0,1.05,1.0305,1,1
line,fusion_id,3,3,267,268,133,262,315,119,0.8,0.8,0.8,0.8,0.3593,0.4991,0.4993,0.436,0.562,0.9913,0,0.4541,0.4585,0.396,0.5197,0.1787,0,1.0035,1.0894,1,1
line,fusion_id,3,3,257,266,111,261,254,120,0.8,0.8,0.8,0.8,0.758,0.4914,0.492,0.4238,0.5609,0.8107,0,0.5068,0.5071,0.4385,0.574,0.8267,0,1.0187,0.9883,1,1
line,fusion_id,3,3,210,271,129,213,276,119,0.8,0.8,0.8,0.8,0.9913,0.4366,0.4416,0.3707,0.5128,0.104,0,0.4356,0.442,0.378,0.5081,0.08,0,1.1283,1.1268,1,1
line,fusion_id,3,3,256,220,112,236,238,97,0.8,0.8,0.8,0.8,0.542,0.5378,0.5335,0.4524,0.6101,0.402,0,0.4979,0.4991,0.4235,0.5738,0.974,0,0.9379,1.0047,1,1
line,fusion_id,3,3,291,220,119,248,214,160,0.8,0.8,0.8,0.8,0.62,0.5695,0.5623,0.4881,0.6309,0.09,0,0.5368,0.5352,0.4617,0.61,0.3367,0,0.884,0.9342,1,1
line,fusion_id,3,3,253,237,105,242,263,109,0.8,0.8,0.8,0.8,0.5133,0.5163,0.5148,0.4437,0.5832,0.6593,0,0.4792,0.4824,0.4137,0.5517,0.6227,0,0.9732,1.0388,1,1
line,fusion_id,3,3,224,232,121,251,243,136,0.8,0.8,0.8,0.8,0.8007,0.4912,0.4915,0.4082,0.5678,0.828,0,0.5081,0.5069,0.4278,0.5859,0.86,0,1.0207,0.9893,1,1
line,fusion_id,3,3,254,233,136,254,260,129,0.8,0.8,0.8,0.8,0.5567,0.5216,0.5202,0.4577,0.5853,0.516,0,0.4942,0.4942,0.4309,0.5595,0.8527,0,0.9623,1.014,1,1
line,fusion_id,3,3,230,250,109,207,262,104,0.8,0.8,0.8,0.8,0.524,0.4792,0.4805,0.4057,0.5564,0.6027,0,0.4414,0.4464,0.381,0.5169,0.136,0,1.043,1.117,1,1
line,fusion_id,3,3,211,237,126,288,265,103,0.8,0.8,0.8,0.8,0.4187,0.471,0.4732,0.393,0.5563,0.5073,0,0.5208,0.5168,0.4387,0.5908,0.6493,0,1.0592,0.9697,1,1
line,fusion_id,3,3,282,206,128,220,255,113,0.8,0.8,0.8,0.8,0.0393,0.5779,0.5725,0.5038,0.6386,0.0407,1,0.4632,0.4667,0.3989,0.5388,0.342,0,0.8657,1.0721,1,1
line,fusion_id,3,3,250,203,114,220,286,108,0.8,0.8,0.8,0.8,0.0373,0.5519,0.5458,0.4782,0.613,0.1713,0,0.4348,0.4404,0.3737,0.5103,0.0913,0,0.9141,1.1309,1,1
line,fusion_id,3,3,272,223,119,285,235,106,0.8,0.8,0.8,0.8,0.976,0.5495,0.5458,0.4766,0.6117,0.1787,0,0.5481,0.5441,0.4747,0.6091,0.1987,0,0.9141,0.9171,1,1
line,fusion_id,3,3,218,223,115,239,238,87,0.8,0.8,0.8,0.8,0.902,0.4943,0.4949,0.4208,0.5718,0.874,0,0.501,0.5011,0.4247,0.5757,0.966,0,1.0132,1.0006,1,1
line,fusion_id,3,3,289,231,134,195,235,119,0.8,0.8,0.8,0.8,0.0433,0.5558,0.5535,0.4871,0.6212,0.112,0,0.4535,0.4572,0.3892,0.5274,0.2007,0,0.8998,1.0926,1,1
line,fusion_id,3,3,230,220,123,221,238,103,0.8,0.8,0.8,0.8,0.5567,0.5111,0.5107,0.4402,0.5803,0.756,0,0.4815,0.4831,0.4159,0.55,0.5933,0,0.9812,1.037,1,1
line,fusion_id,3,3,238,273,112,202,260,82,0.8,0.8,0.8,0.8,0.6347,0.4658,0.4693,0.402,0.5407,0.3487,0,0.4372,0.4463,0.3762,0.5194,0.1427,0,1.0662,1.1177,1,1
line,fusion_id,3,3,258,215,131,219,248,125,0.8,0.8,0.8,0.8,0.19,0.5455,0.5425,0.465,0.618,0.268,0,0.469,0.4716,0.3998,0.5459,0.4327,0,0.9207,1.0618,1,1
line,fusion_id,3,3,273,276,126,221,208,122,0.8,0.8,0.8,0.8,0.7787,0.4973,0.498,0.4291,0.565,0.944,0,0.5152,0.513,0.4389,0.5849,0.7367,0,1.0063,0.9769,1,1
line,fusion_id,3,3,308,203,104,244,217,151,0.8,0.8,0.8,0.8,0.1693,0.6027,0.5923,0.5278,0.6521,0.0073,1,0.5293,0.529,0.4579,0.602,0.4067,0,0.8308,0.9457,1,1
line,fusion_id,3,3,237,255,146,246,239,126,0.8,0.8,0.8,0.8,0.6493,0.4817,0.4836,0.4148,0.5511,0.642,0,0.5072,0.5059,0.4422,0.5719,0.8747,0,1.036,0.9905,1,1
line,fusion_id,3,3,246,217,105,216,203,120,0.8,0.8,0.8,0.8,0.7387,0.5313,0.529,0.4632,0.5941,0.364,0,0.5155,0.5139,0.4453,0.5811,0.6933,0,0.9454,0.9749,1,1
line,fusion_id,3,3,226,234,115,287,239,110,0.8,0.8,0.8,0.8,0.2913,0.4913,0.4922,0.4225,0.5619,0.8367,0,0.5456,0.5433,0.4732,0.6079,0.212,0,1.0185,0.9187,1,1
line,fusion_id,3,3,250,208,136,201,216,102,0.8,0.8,0.8,0.8,0.2407,0.5459,0.5431,0.4679,0.6153,0.26,0,0.482,0.4811,0.4095,0.5519,0.606,0,0.9194,1.0417,1,1
line,fusion_id,3,3,177,229,102,272,226,107,0.8,0.8,0.8,0.8,0.036,0.436,0.4439,0.3752,0.5137,0.1187,0,0.5462,0.5436,0.4775,0.6077,0.1773,0,1.1229,0.918,1,1
line,fusion_id,3,3,309,278,124,274,245,106,0.8,0.8,0.8,0.8,0.95,0.5264,0.5274,0.456,0.5957,0.398,0,0.5279,0.5238,0.4573,0.5878,0.4867,0,0.9487,0.9554,1,1
line,fusion_id,3,3,207,229,118,246,235,105,0.8,0.8,0.8,0.8,0.576,0.4748,0.478,0.3995,0.5588,0.5667,0,0.5114,0.5095,0.4293,0.5882,0.8033,0,1.0487,0.9841,1,1
line,fusion_id,3,3,240,233,146,291,227,118,0.8,0.8,0.8,0.8,0.3213,0.5074,0.5076,0.4359,0.5771,0.8307,0,0.5618,0.5554,0.4882,0.6232,0.114,0,0.9875,0.8965,1,1
line,fusion_id,3,3,285,235,111,233,262,125,0.8,0.8,0.8,0.8,0.1527,0.5481,0.5429,0.4739,0.6113,0.21,0,0.4707,0.4736,0.4037,0.5452,0.4153,0,0.9195,1.0571,1,1
line,fusion_id,3,3,239,256,97,278,242,96,0.8,0.8,0.8,0.8,0.402,0.4828,0.4845,0.4109,0.5635,0.694,0,0.5346,0.5292,0.4555,0.6015,0.4073,0,1.035,0.9455,1,1
line,fusion_id,3,3,255,201,97,226,266,116,0.8,0.8,0.8,0.8,0.1647,0.5592,0.5496,0.4684,0.6286,0.2413,0,0.4593,0.4652,0.3814,0.5502,0.3913,0,0.9078,1.0768,1,1
line,fusion_id,3,3,232,251,131,228,265,131,0.8,0.8,0.8,0.8,0.702,0.4803,0.4824,0.4199,0.545,0.584,0,0.4625,0.4649,0.4004,0.5308,0.2613,0,1.0382,1.0755,1,1
line,fusion_id,3,3,211,257,154,240,262,113,0.8,0.8,0.8,0.8,0.5873,0.4509,0.4537,0.3807,0.5282,0.2107,0,0.4781,0.4801,0.4124,0.5485,0.5507,0,1.101,1.0433,1,1
line,fusion_id,3,3,272,173,131,231,236,129,0.8,0.8,0.8,0.8,0.0347,0.6112,0.6034,0.5259,0.6714,0.0107,1,0.4946,0.4937,0.4201,0.5686,0.8707,0,0.8121,1.0157,1,1
line,fusion_id,3,3,206,213,110,246,226,117,0.8,0.8,0.8,0.8,0.5593,0.4916,0.4916,0.4224,0.5606,0.8073,0,0.5212,0.5198,0.4523,0.587,0.5613,0,1.0194,0.9633,1,1
line,fusion_id,3,3,261,233,103,257,238,108,0.8,0.8,0.8,0.8,0.8473,0.5283,0.5259,0.4547,0.5957,0.4493,0,0.5192,0.516,0.4452,0.5862,0.6547,0,0.9516,0.9709,1,1
line,fusion_id,3,3,239,236,100,206,221,91,0.8,0.8,0.8,0.8,0.67,0.5032,0.5041,0.438,0.5733,0.9033,0,0.4824,0.484,0.4115,0.555,0.642,0,0.9942,1.0355,1,1
line,fusion_id,3,3,280,237,129,221,239,111,0.8,0.8,0.8,0.8,0.2387,0.5416,0.5381,0.4732,0.6018,0.2373,0,0.4804,0.4829,0.4154,0.5514,0.6193,0,0.9282,1.0375,1,1
line,fusion_id,3,3,269,250,104,223,207,119,0.8,0.8,0.8,0.8,0.9987,0.5183,0.5168,0.4488,0.5837,0.5993,0,0.5186,0.5167,0.4409,0.5935,0.6653,0,0.9692,0.97,1,1
line,fusion_id,3,3,243,236,116,248,269,163,0.8,0.8,0.8,0.8,0.5747,0.5073,0.5074,0.4371,0.5778,0.838,0,0.4797,0.4809,0.411,0.5529,0.5887,0,0.9878,1.042,1,1
line,fusion_id,3,3,242,210,102,242,226,150,0.8,0.8,0.8,0.8,0.762,0.5354,0.5309,0.4613,0.5978,0.366,0,0.5171,0.5154,0.4426,0.5885,0.6713,0,0.942,0.9721,1,1
line,fusion_id,3,3,275,239,123,223,301,108,0.8,0.8,0.8,0.8,0.0567,0.535,0.5318,0.4594,0.5995,0.3667,0,0.4256,0.4329,0.3658,0.502,0.0587,0,0.9405,1.1483,1,1
line,fusion_id,3,3,227,255,132,220,278,96,0.8,0.8,0.8,0.8,0.65,0.471,0.4725,0.4016,0.5474,0.4513,0,0.4418,0.4487,0.3811,0.5206,0.1473,0,1.0598,1.1119,1,1
line,fusion_id,3,3,274,224,130,224,224,108,0.8,0.8,0.8,0.8,0.324,0.5502,0.5475,0.479,0.614,0.1787,0,0.5,0.5003,0.4335,0.5661,0.9913,0,0.911,1.0018,1,1
line,fusion_id,3,3,194,215,136,248,265,107,0.8,0.8,0.8,0.8,0.8847,0.4743,0.4762,0.3906,0.5614,0.532,0,0.4834,0.4845,0.4135,0.5542,0.6553,0,1.053,1.0343,1,1
line,fusion_id,3,3,175,248,135,238,243,137,0.8,0.8,0.8,0.8,0.2073,0.4137,0.423,0.3374,0.5118,0.088,0,0.4948,0.4969,0.4154,0.5775,0.9307,0,1.1741,1.0099,1,1
line,fusion_id,3,3,230,217,114,199,247,130,0.8,0.8,0.8,0.8,0.2953,0.5145,0.5128,0.4298,0.5949,0.7613,0,0.4462,0.4502,0.3686,0.5413,0.2553,0,0.978,1.1103,1,1
line,fusion_id,3,3,237,286,119,226,251,99,0.8,0.8,0.8,0.8,0.6673,0.4532,0.4536,0.3769,0.5311,0.2273,0,0.4738,0.4763,0.4036,0.5479,0.5167,0,1.1016,1.0517,1,1
line,fusion_id,3,3,214,239,105,270,270,123,0.8,0.8,0.8,0.8,0.648,0.4724,0.4743,0.4022,0.5507,0.496,0,0.5,0.4986,0.4258,0.5696,0.9853,0,1.0562,1.0056,1,1
line,fusion_id,3,3,221,191,96,273,227,100,0.8,0.8,0.8,0.8,0.8153,0.5364,0.5312,0.4583,0.6044,0.3867,0,0.546,0.5425,0.4729,0.6103,0.2213,0,0.9417,0.9201,1,1
line,fusion_id,3,3,248,250,118,227,256,107,0.8,0.8,0.8,0.8,0.572,0.498,0.5007,0.4348,0.5676,0.98,0,0.47,0.4738,0.4037,0.5443,0.4507,0,1.001,1.0569,1,1
line,fusion_id,3,3,218,268,134,275,234,127,0.8,0.8,0.8,0.8,0.076,0.4486,0.4541,0.3872,0.5223,0.1813,0,0.5403,0.538,0.4716,0.6038,0.2567,0,1.0995,0.9286,1,1
line,fusion_id,3,3,301,240,126,202,259,132,0.8,0.8,0.8,0.8,0.058,0.5564,0.5514,0.4782,0.6203,0.1553,0,0.4382,0.4453,0.3687,0.5271,0.1607,0,0.9039,1.1204,1,1
line,fusion_id,3,3,232,238,112,263,258,117,0.8,0.8,0.8,0.8,0.8253,0.4936,0.4935,0.4217,0.5647,0.848,0,0.5048,0.5043,0.4365,0.5727,0.904,0,1.0159,0.9939,1,1
line,fusion_id,3,3,229,241,100,213,228,126,0.8,0.8,0.8,0.8,0.8593,0.4872,0.488,0.4218,0.554,0.7207,0,0.483,0.4811,0.4122,0.5515,0.5927,0,1.0267,1.0415,1,1
line,fusion_id,3,3,230,217,120,246,242,105,0.8,0.8,0.8,0.8,0.8787,0.5145,0.5116,0.4332,0.5866,0.768,0,0.5041,0.5047,0.4324,0.5752,0.9027,0,0.98,0.9934,1,1
line,fusion_id,3,3,234,230,119,240,221,93,0.8,0.8,0.8,0.8,0.774,0.5043,0.5022,0.4191,0.5888,0.9553,0,0.5206,0.518,0.4345,0.6047,0.666,0,0.9993,0.9681,1,1
line,fusion_id,3,3,226,216,120,253,248,131,0.8,0.8,0.8,0.8,0.9127,0.5113,0.5107,0.4396,0.5809,0.7593,0,0.505,0.5045,0.4382,0.5707,0.894,0,0.9813,0.9933,1,1
line,fusion_id,3,3,274,266,126,299,260,111,0.8,0.8,0.8,0.8,0.6107,0.5074,0.5068,0.4403,0.5733,0.8387,0,0.5349,0.5301,0.4648,0.5941,0.3487,0,0.9886,0.9433,1,1
line,fusion_id,3,3,261,249,134,283,255,120,0.8,0.8,0.8,0.8,0.8027,0.5118,0.5116,0.4372,0.5864,0.7627,0,0.526,0.5239,0.45,0.5987,0.5113,0,0.9798,0.9558,1,1
line,fusion_id,3,3,221,276,117,294,210,129,0.8,0.8,0.8,0.8,0.008,0.4447,0.4499,0.388,0.5134,0.11,0,0.5833,0.5795,0.514,0.6444,0.022,1,1.1086,0.8533,1,1
line,fusion_id,3,3,227,268,118,245,250,131,0.8,0.8,0.8,0.8,0.51,0.4586,0.4614,0.3899,0.5309,0.2873,0,0.4949,0.4959,0.4245,0.5688,0.8967,0,1.0837,1.011,1,1
line,fusion_id,3,3,286,248,119,257,267,143,0.8,0.8,0.8,0.8,0.4273,0.5356,0.5317,0.4581,0.6041,0.3667,0,0.4905,0.4906,0.4149,0.5675,0.7887,0,0.9406,1.022,1,1
line,fusion_id,3,3,243,194,137,201,274,144,0.8,0.8,0.8,0.8,0.0227,0.5561,0.5542,0.4768,0.6297,0.164,0,0.4232,0.4276,0.3525,0.5051,0.0607,0,0.8991,1.1616,1,1
line,fusion_id,3,3,227,250,138,220,263,147,0.8,0.8,0.8,0.8,0.7053,0.4759,0.4785,0.4015,0.5575,0.588,0,0.4555,0.4579,0.3768,0.543,0.292,0,1.0477,1.0926,1,1
line,fusion_id,3,3,268,230,154,243,244,117,0.8,0.8,0.8,0.8,0.5253,0.5382,0.5369,0.4554,0.6151,0.3513,0,0.499,0.501,0.4265,0.5733,0.9827,0,0.9314,1.001,1,1
line,fusion_id,3,3,201,271,131,240,264,127,0.8,0.8,0.8,0.8,0.2813,0.4258,0.4301,0.3675,0.4928,0.0333,1,0.4762,0.478,0.4151,0.5396,0.4873,0,1.1541,1.0473,1,1
line,fusion_id,3,3,273,286,152,219,261,145,0.8,0.8,0.8,0.8,0.5507,0.4884,0.4889,0.4232,0.5574,0.718,0,0.4562,0.4593,0.3829,0.5349,0.2933,0,1.025,1.0887,1,1
line,fusion_id,3,3,227,265,91,228,224,136,0.8,0.8,0.8,0.8,0.436,0.4614,0.467,0.3967,0.5338,0.328,0,0.5044,0.505,0.4353,0.5747,0.904,0,1.0714,0.9926,1,1
line,fusion_id,3,3,233,276,110,260,264,123,0.8,0.8,0.8,0.8,0.5147,0.4578,0.4635,0.3914,0.5375,0.318,0,0.4962,0.4972,0.4248,0.5697,0.9347,0,1.0794,1.0084,1,1
line,fusion_id,3,3,230,222,149,263,203,127,0.8,0.8,0.8,0.8,0.3513,0.5088,0.508,0.4329,0.5841,0.8147,0,0.5644,0.5573,0.4845,0.6299,0.124,0,0.987,0.8932,1,1
line,fusion_id,3,3,251,256,92,264,264,110,0.8,0.8,0.8,0.8,0.9113,0.4951,0.4957,0.4261,0.5642,0.8993,0,0.5,0.5005,0.4298,0.5694,0.9693,0,1.0113,1.0015,1,1
line,fusion_id,3,3,271,280,109,226,227,129,0.8,0.8,0.8,0.8,0.8127,0.4918,0.4903,0.4168,0.5643,0.774,0,0.4989,0.5019,0.4227,0.5806,0.9793,0,1.0227,0.9996,1,1
line,fusion_id,3,3,269,268,117,233,242,131,0.8,0.8,0.8,0.8,0.8253,0.5009,0.5012,0.4361,0.5667,0.972,0,0.4905,0.492,0.4268,0.5584,0.8207,0,0.9998,1.0186,1,1
line,fusion_id,3,3,209,280,118,236,223,137,0.8,0.8,0.8,0.8,0.0987,0.4274,0.4335,0.367,0.4984,0.0473,1,0.5142,0.5127,0.4423,0.5826,0.696,0,1.1466,0.9772,1,1
line,fusion_id,3,3,244,226,124,247,221,120,0.8,0.8,0.8,0.8,0.88,0.5191,0.5177,0.4446,0.5877,0.6113,0,0.5278,0.5258,0.4541,0.598,0.46,0,0.9676,0.9519,1,1
line,fusion_id,3,3,227,226,112,254,207,112,0.8,0.8,0.8,0.8,0.378,0.5011,0.5003,0.4285,0.57,0.994,0,0.551,0.5467,0.4713,0.6164,0.2087,0,1.002,0.9127,1,1
line,fusion_id,3,3,239,291,129,224,277,103,0.8,0.8,0.8,0.8,0.9987,0.4509,0.4547,0.3889,0.5218,0.2033,0,0.4471,0.4541,0.3868,0.5218,0.1793,0,1.0982,1.0994,1,1
line,fusion_id,3,3,218,231,124,205,250,109,0.8,0.8,0.8,0.8,0.5067,0.4855,0.4865,0.422,0.5561,0.658,0,0.4505,0.456,0.3913,0.5245,0.1873,0,1.0299,1.0952,1,1
line,fusion_id,3,3,242,217,141,243,253,116,0.8,0.8,0.8,0.8,0.4907,0.5272,0.5262,0.4528,0.5961,0.4673,0,0.4899,0.4909,0.4249,0.5583,0.7853,0,0.9512,1.0208,1,1
line,fusion_id,3,3,236,259,136,274,235,132,0.8,0.8,0.8,0.8,0.2593,0.4768,0.4791,0.4119,0.5476,0.526,0,0.5383,0.5349,0.4694,0.6029,0.314,0,1.0454,0.9344,1,1
line,fusion_id,3,3,214,260,99,291,229,104,0.8,0.8,0.8,0.8,0.0607,0.4515,0.4559,0.3856,0.528,0.2087,0,0.5596,0.554,0.484,0.6201,0.1367,0,1.0958,0.899,1,1
line,fusion_id,3,3,271,208,147,286,239,155,0.8,0.8,0.8,0.8,0.73,0.5658,0.5611,0.4843,0.6351,0.1053,0,0.5448,0.5424,0.4704,0.6147,0.2393,0,0.8865,0.9206,1,1
line,fusion_id,3,3,249,260,100,198,254,141,0.8,0.8,0.8,0.8,0.3233,0.4892,0.491,0.4186,0.5605,0.7793,0,0.4381,0.4427,0.3674,0.5212,0.1353,0,1.0209,1.1261,1,1
line,fusion_id,3,3,269,211,128,229,194,111,0.8,0.8,0.8,0.8,0.6913,0.5604,0.5567,0.4794,0.6298,0.1387,0,0.5414,0.5357,0.4594,0.6115,0.3607,0,0.8945,0.9335,1,1
line,fusion_id,3,3,263,258,126,252,274,112,0.8,0.8,0.8,0.8,0.5893,0.5048,0.5053,0.4393,0.5718,0.89,0,0.4791,0.4815,0.416,0.5485,0.5707,0,0.9917,1.0403,1,1
line,fusion_id,3,3,259,246,98,233,223,121,0.8,0.8,0.8,0.8,0.968,0.5129,0.5106,0.4327,0.5852,0.7833,0,0.511,0.5096,0.4219,0.5917,0.8307,0,0.9818,0.9845,1,1
line,fusion_id,3,3,244,244,97,245,251,116,0.8,0.8,0.8,0.8,0.9073,0.5,0.5002,0.441,0.5632,0.9893,0,0.494,0.4944,0.4314,0.5538,0.8553,0,1.0016,1.0134,1,1
line,fusion_id,3,3,257,259,113,217,289,146,0.8,0.8,0.8,0.8,0.172,0.4981,0.4981,0.4321,0.5612,0.9567,0,0.4289,0.4328,0.3666,0.5004,0.052,0,1.006,1.1483,1,1
line,fusion_id,3,3,213,267,113,240,301,127,0.8,0.8,0.8,0.8,0.948,0.4438,0.4505,0.3795,0.5244,0.1713,0,0.4436,0.4485,0.3796,0.5209,0.1593,0,1.1081,1.1125,1,1
line,fusion_id,3,3,267,248,115,230,239,108,0.8,0.8,0.8,0.8,0.5593,0.5184,0.518,0.4545,0.5843,0.582,0,0.4904,0.4918,0.427,0.5614,0.7853,0,0.9665,1.0189,1,1
line,fusion_id,3,3,219,243,129,227,244,126,0.8,0.8,0.8,0.8,0.8693,0.474,0.4758,0.4038,0.5481,0.4913,0,0.482,0.4832,0.4111,0.556,0.6393,0,1.0528,1.0372,1,1
line,fusion_id,3,3,250,213,98,215,236,124,0.8,0.8,0.8,0.8,0.2493,0.54,0.5363,0.4685,0.6056,0.2913,0,0.4767,0.4773,0.4071,0.5517,0.534,0,0.9318,1.0496,1,1
line,fusion_id,3,3,241,270,125,244,210,100,0.8,0.8,0.8,0.8,0.2053,0.4716,0.4755,0.4109,0.5452,0.444,0,0.5374,0.5341,0.4666,0.5994,0.3053,0,1.0529,0.9359,1,1
line,fusion_id,3,3,218,203,115,204,238,121,0.8,0.8,0.8,0.8,0.2727,0.5178,0.5167,0.4496,0.5845,0.6093,0,0.4615,0.4641,0.3964,0.5313,0.2773,0,0.9692,1.0775,1,1
line,fusion_id,3,3,302,214,136,202,238,117,0.8,0.8,0.8,0.8,0.0087,0.5853,0.5823,0.5201,0.6428,0.0133,1,0.4591,0.4633,0.3986,0.5277,0.262,0,0.8482,1.0789,1,1
line,fusion_id,3,3,200,254,119,229,260,128,0.8,0.8,0.8,0.8,0.626,0.4405,0.4467,0.3805,0.5167,0.1233,0,0.4683,0.4695,0.3998,0.5379,0.3787,0,1.1164,1.0658,1,1
line,fusion_id,3,3,257,248,109,257,217,105,0.8,0.8,0.8,0.8,0.576,0.5089,0.5073,0.4325,0.5783,0.8333,0,0.5422,0.5351,0.4623,0.6053,0.3173,0,0.9881,0.9343,1,1
line,fusion_id,3,3,229,274,89,233,278,107,0.8,0.8,0.8,0.8,0.968,0.4553,0.4607,0.3996,0.5214,0.2067,0,0.456,0.4597,0.3968,0.529,0.224,0,1.0845,1.087,1,1
line,fusion_id,3,3,262,228,118,193,211,87,0.8,0.8,0.8,0.8,0.2887,0.5347,0.5332,0.4658,0.5985,0.3207,0,0.4777,0.4821,0.4107,0.5533,0.6307,0,0.9377,1.0392,1,1
