comparison,FEATURE_ID,c1_num_reps,c2_num_reps,counts_c1_g1,counts_c1_g2,counts_c1_both,counts_c2_g1,counts_c2_g2,counts_c2_both,prior_c1_g1,prior_c1_g2,prior_c2_g1,prior_c2_g2,H3_independence_Bayes_evidence,probofsameAI,g1_c1_sampleprop,g1_c1_theta,g1_c1_q025,g1_c1_q975,g1_c1_Bayes_evidence,g1_c1_AI_decision,g1_c2_sampleprop,g1_c2_theta,g1_c2_q025,g1_c2_q975,g1_c2_Bayes_evidence,g1_c2_AI_decision,alpha1_postmean,alpha2_postmean,sigma_alpha_mean,sigma_alpha_0.5,sigma_alpha_0.95,c1_flag_analyze,c2_flag_analyze
line,fusion_id,3,3,273,286,152,219,261,145,0.8,0.8,0.8,0.8,0.883333333333333,0.951730674855766,0.4884,0.4735,0.4208,0.5249,0.32,0,0.4562,0.4716,0.421,0.5233,0.3,0,1.0561,1.0601,0.810036,0.671375,1.953407,1,1
line,fusion_id,3,3,227,265,91,228,224,136,0.8,0.8,0.8,0.8,0.849333333333333,0.952198990557548,0.4614,0.4814,0.4287,0.535,0.462,0,0.5044,0.4839,0.43,0.5375,0.5607,0,1.0396,1.0344,0.825734,0.716749,1.892718,1,1
line,fusion_id,3,3,233,276,110,260,264,123,0.8,0.8,0.8,0.8,0.856666666666667,0.952210687393591,0.4578,0.4764,0.4198,0.5346,0.3893,0,0.4962,0.4783,0.4224,0.5362,0.4333,0,1.0504,1.0464,0.793157,0.67255,1.967644,1,1
line,fusion_id,3,3,230,222,149,263,203,127,0.8,0.8,0.8,0.8,0.793333333333333,0.952987142622344,0.5088,0.5359,0.4775,0.5949,0.2253,0,0.5644,0.5388,0.4829,0.5963,0.1873,0,0.9321,0.9266,0.812539,0.686577,1.994377,1,1
line,fusion_id,3,3,251,256,92,264,264,110,0.8,0.8,0.8,0.8,0.974,0.952547383504706,0.4951,0.4975,0.4452,0.5498,0.9313,0,0.5,0.4978,0.4452,0.5508,0.9487,0,1.0065,1.0059,0.789155,0.642915,1.980223,1,1
line,fusion_id,3,3,271,280,109,226,227,129,0.8,0.8,0.8,0.8,0.962666666666667,0.950967967154874,0.4918,0.4952,0.4377,0.5561,0.848,0,0.4989,0.4961,0.4369,0.5576,0.8733,0,1.0115,1.0098,0.783199,0.637431,1.959916,1,1
line,fusion_id,3,3,269,268,117,233,242,131,0.8,0.8,0.8,0.8,0.951333333333333,0.951805268801096,0.5009,0.4958,0.4495,0.5437,0.842,0,0.4905,0.4952,0.4485,0.5426,0.842,0,1.0097,1.011,0.804394,0.697245,1.934276,1,1
line,fusion_id,3,3,209,280,118,236,223,137,0.8,0.8,0.8,0.8,0.696666666666667,0.951932786186744,0.4274,0.4664,0.4098,0.5178,0.2227,0,0.5142,0.4726,0.4176,0.5277,0.3227,0,1.0715,1.0582,0.799687,0.693461,1.89883,1,1
line,fusion_id,3,3,244,226,124,247,221,120,0.8,0.8,0.8,0.8,0.976,0.952837902717206,0.5191,0.5243,0.4709,0.5793,0.3733,0,0.5278,0.5249,0.473,0.5787,0.358,0,0.9539,0.9528,0.790518,0.667361,1.950942,1,1
line,fusion_id,3,3,227,226,112,254,207,112,0.8,0.8,0.8,0.8,0.816666666666667,0.951919171816081,0.5011,0.5247,0.4719,0.5776,0.38,0,0.551,0.5275,0.4742,0.5824,0.3167,0,0.953,0.9477,0.824522,0.715429,1.960881,1,1
line,fusion_id,3,3,239,291,129,224,277,103,0.8,0.8,0.8,0.8,0.99,0.952036702614169,0.4509,0.4483,0.3972,0.5027,0.0613,0,0.4471,0.4482,0.3965,0.502,0.058,0,1.1112,1.1114,0.80165,0.687302,1.949899,1,1
line,fusion_id,3,3,218,231,124,205,250,109,0.8,0.8,0.8,0.8,0.847333333333333,0.951693965377481,0.4855,0.4697,0.4189,0.5231,0.2567,0,0.4505,0.467,0.4152,0.5184,0.2087,0,1.0644,1.0701,0.790058,0.661863,1.976522,1,1
line,fusion_id,3,3,242,217,141,243,253,116,0.8,0.8,0.8,0.8,0.871333333333333,0.950711840953937,0.5272,0.5092,0.4571,0.5651,0.752,0,0.4899,0.5061,0.4521,0.5614,0.828,0,0.9831,0.9894,0.807518,0.671967,1.978661,1,1
line,fusion_id,3,3,236,259,136,274,235,132,0.8,0.8,0.8,0.8,0.770666666666667,0.952930983822289,0.4768,0.5054,0.452,0.5563,0.8287,0,0.5383,0.5091,0.456,0.5614,0.7013,0,0.9905,0.9832,0.812088,0.67141,2.016496,1,1
line,fusion_id,3,3,214,260,99,291,229,104,0.8,0.8,0.8,0.8,0.664,0.95088300246795,0.4515,0.5053,0.4462,0.5605,0.8373,0,0.5596,0.5116,0.4542,0.5677,0.6707,0,0.9911,0.9786,0.808702,0.697786,1.945839,1,1
line,fusion_id,3,3,271,208,147,286,239,155,0.8,0.8,0.8,0.8,0.921333333333333,0.952296705020549,0.5658,0.5583,0.5024,0.6118,0.0427,1,0.5448,0.5569,0.5002,0.6113,0.0493,1,0.8905,0.8931,0.817311,0.689489,1.960808,1,1
line,fusion_id,3,3,249,260,100,198,254,141,0.8,0.8,0.8,0.8,0.828666666666667,0.952223737660766,0.4892,0.468,0.4133,0.5247,0.266,0,0.4381,0.4649,0.4094,0.5206,0.22,0,1.0683,1.0748,0.790039,0.661003,1.932357,1,1
line,fusion_id,3,3,269,211,128,229,194,111,0.8,0.8,0.8,0.8,0.902,0.953399521079431,0.5604,0.5529,0.4969,0.6075,0.0613,0,0.5414,0.5515,0.4957,0.6053,0.0633,0,0.9003,0.903,0.793293,0.666173,1.948224,1,1
line,fusion_id,3,3,263,258,126,252,274,112,0.8,0.8,0.8,0.8,0.922,0.951577203853099,0.5048,0.4933,0.4426,0.5431,0.7947,0,0.4791,0.4922,0.4401,0.5442,0.7533,0,1.0148,1.0172,0.816382,0.689356,1.979664,1,1
line,fusion_id,3,3,259,246,98,233,223,121,0.8,0.8,0.8,0.8,0.989333333333333,0.950571275402939,0.5129,0.5134,0.4513,0.5747,0.6473,0,0.511,0.5134,0.4503,0.5729,0.6487,0,0.9754,0.9754,0.785628,0.63861,1.991958,1,1
line,fusion_id,3,3,244,244,97,245,251,116,0.8,0.8,0.8,0.8,0.985333333333333,0.951822502363833,0.5,0.4969,0.4484,0.5435,0.91,0,0.494,0.4967,0.447,0.5438,0.9073,0,1.0074,1.0079,0.80067,0.670805,1.977955,1,1
line,fusion_id,3,3,257,259,113,217,289,146,0.8,0.8,0.8,0.8,0.730666666666667,0.953191747303466,0.4981,0.4676,0.4153,0.5189,0.2193,0,0.4289,0.4624,0.4116,0.5158,0.1547,0,1.0688,1.0799,0.803161,0.663055,2.014137,1,1
line,fusion_id,3,3,213,267,113,240,301,127,0.8,0.8,0.8,0.8,0.986666666666667,0.951789050020834,0.4438,0.4445,0.3895,0.5006,0.0527,0,0.4436,0.4446,0.3906,0.5017,0.054,0,1.1201,1.1199,0.806323,0.689863,1.93222,1,1
line,fusion_id,3,3,267,248,115,230,239,108,0.8,0.8,0.8,0.8,0.909333333333333,0.950844965439296,0.5184,0.5047,0.4548,0.556,0.864,0,0.4904,0.5028,0.4519,0.5533,0.9227,0,0.9919,0.9958,0.797558,0.673254,1.955384,1,1
line,fusion_id,3,3,219,243,129,227,244,126,0.8,0.8,0.8,0.8,0.987333333333333,0.950456365230889,0.474,0.479,0.4227,0.5357,0.438,0,0.482,0.4792,0.4235,0.5346,0.4453,0,1.0448,1.0442,0.80905,0.678452,1.989743,1,1
line,fusion_id,3,3,250,213,98,215,236,124,0.8,0.8,0.8,0.8,0.766,0.954045100861381,0.54,0.5111,0.4532,0.5659,0.6747,0,0.4767,0.5069,0.4502,0.5628,0.788,0,0.9796,0.9878,0.815357,0.701566,1.943734,1,1
line,fusion_id,3,3,241,270,125,244,210,100,0.8,0.8,0.8,0.8,0.739333333333333,0.95068494326795,0.4716,0.5021,0.4477,0.5552,0.9347,0,0.5374,0.5074,0.4548,0.5613,0.778,0,0.9972,0.9867,0.808233,0.687514,1.921783,1,1
line,fusion_id,3,3,218,203,115,204,238,121,0.8,0.8,0.8,0.8,0.752666666666667,0.951624972665681,0.5178,0.4908,0.4414,0.5428,0.7307,0,0.4615,0.4864,0.4358,0.5392,0.578,0,1.0199,1.0291,0.792461,0.664256,1.951232,1,1
line,fusion_id,3,3,302,214,136,202,238,117,0.8,0.8,0.8,0.8,0.497333333333333,0.945807554436029,0.5853,0.537,0.4807,0.6125,0.2047,0,0.4591,0.515,0.4324,0.5723,0.5593,0,0.9301,0.9726,0.779976,0.658859,1.868734,1,1
line,fusion_id,3,3,200,254,119,229,260,128,0.8,0.8,0.8,0.8,0.896666666666667,0.950355830379099,0.4405,0.4533,0.4048,0.5042,0.066,0,0.4683,0.4549,0.4066,0.5043,0.0767,0,1.0997,1.0962,0.814054,0.708475,1.946759,1,1
line,fusion_id,3,3,257,248,109,257,217,105,0.8,0.8,0.8,0.8,0.862,0.951486821279349,0.5089,0.5225,0.465,0.5803,0.4087,0,0.5422,0.5249,0.4697,0.5807,0.3607,0,0.9575,0.9527,0.817039,0.684606,1.933623,1,1
line,fusion_id,3,3,229,274,89,233,278,107,0.8,0.8,0.8,0.8,0.997333333333333,0.952123918166412,0.4553,0.4579,0.4076,0.5096,0.116,0,0.456,0.4579,0.4066,0.5093,0.104,0,1.0899,1.0897,0.801593,0.682965,1.931739,1,1
line,fusion_id,3,3,262,228,118,193,211,87,0.8,0.8,0.8,0.8,0.733333333333333,0.950643042198116,0.5347,0.5108,0.4549,0.5614,0.6727,0,0.4777,0.5056,0.45,0.5577,0.824,0,0.9801,0.9904,0.812748,0.70485,1.969227,1,1
line,fusion_id,3,3,217,218,131,239,233,116,0.8,0.8,0.8,0.8,0.977333333333333,0.953153294697037,0.4989,0.5025,0.4442,0.5615,0.9227,0,0.5064,0.5028,0.4438,0.5638,0.9247,0,0.9968,0.9962,0.796264,0.64937,2.009578,1,1
line,fusion_id,3,3,167,263,120,255,190,161,0.8,0.8,0.8,0.8,0.600666666666667,0.946510378864042,0.3884,0.4664,0.3515,0.5636,0.5,0,0.573,0.4959,0.3993,0.6176,0.834,0,1.0767,1.0141,0.782035,0.661871,1.925561,1,1
line,fusion_id,3,3,237,258,119,240,216,114,0.8,0.8,0.8,0.8,0.812,0.9501747068474,0.4788,0.5005,0.4516,0.5512,0.9887,0,0.5263,0.5034,0.4534,0.5535,0.8947,0,1.0004,0.9944,0.789786,0.663443,1.977628,1,1
line,fusion_id,3,3,253,263,112,215,276,98,0.8,0.8,0.8,0.8,0.846,0.95095776468749,0.4903,0.4677,0.4061,0.5287,0.304,0,0.4379,0.4649,0.4012,0.5252,0.27,0,1.0691,1.0753,0.792593,0.660309,1.939122,1,1
line,fusion_id,3,3,261,221,116,294,259,117,0.8,0.8,0.8,0.8,0.962666666666667,0.950581838276542,0.5415,0.5355,0.4867,0.5825,0.1493,0,0.5316,0.5351,0.4876,0.5824,0.1413,0,0.9322,0.9331,0.780063,0.652141,1.91005,1,1
line,fusion_id,3,3,234,214,122,248,205,109,0.8,0.8,0.8,0.8,0.910666666666667,0.952355570733334,0.5223,0.5339,0.4805,0.5859,0.1927,0,0.5475,0.5355,0.4839,0.5878,0.1627,0,0.9355,0.9324,0.804195,0.689599,1.92675,1,1
line,fusion_id,3,3,242,248,121,242,204,107,0.8,0.8,0.8,0.8,0.804666666666667,0.951235437678641,0.4939,0.5159,0.4665,0.5673,0.5413,0,0.5426,0.5189,0.4689,0.5711,0.468,0,0.9699,0.964,0.825015,0.699795,1.988497,1,1
line,fusion_id,3,3,231,253,143,257,259,122,0.8,0.8,0.8,0.8,0.942666666666667,0.952446810996817,0.4773,0.4855,0.4314,0.5432,0.5827,0,0.4981,0.4867,0.4341,0.5415,0.598,0,1.0312,1.0287,0.808315,0.679206,2.006148,1,1
line,fusion_id,3,3,252,257,95,275,212,115,0.8,0.8,0.8,0.8,0.775333333333333,0.950999092701775,0.4951,0.5256,0.4675,0.5801,0.3313,0,0.5647,0.5295,0.4716,0.5848,0.2833,0,0.9514,0.9441,0.802328,0.671422,1.958968,1,1
line,fusion_id,3,3,219,282,109,214,191,118,0.8,0.8,0.8,0.8,0.696,0.951490128147633,0.4371,0.4754,0.4197,0.5331,0.3693,0,0.5284,0.4809,0.424,0.5387,0.5067,0,1.0523,1.0407,0.831048,0.71248,1.968636,1,1
line,fusion_id,3,3,257,230,101,247,307,138,0.8,0.8,0.8,0.8,0.683333333333333,0.951201198131745,0.5277,0.4887,0.4323,0.5449,0.6807,0,0.4458,0.4819,0.4246,0.5366,0.5407,0,1.0246,1.0387,0.797415,0.685887,1.941365,1,1
line,fusion_id,3,3,258,302,97,220,255,116,0.8,0.8,0.8,0.8,0.987333333333333,0.952155580373814,0.4607,0.4643,0.4151,0.5156,0.1767,0,0.4632,0.4643,0.4158,0.5142,0.176,0,1.0758,1.0757,0.797825,0.68713,1.955368,1,1
line,fusion_id,3,3,206,272,127,232,226,145,0.8,0.8,0.8,0.8,0.747333333333333,0.952997607759654,0.431,0.4665,0.4137,0.5224,0.228,0,0.5066,0.4709,0.4173,0.5275,0.2833,0,1.0714,1.0617,0.782254,0.643992,1.986459,1,1
line,fusion_id,3,3,227,289,115,248,227,144,0.8,0.8,0.8,0.8,0.68,0.952708302213003,0.4399,0.476,0.419,0.5287,0.3447,0,0.5221,0.4824,0.4303,0.5364,0.4887,0,1.0508,1.0374,0.803632,0.664702,2.005794,1,1
line,fusion_id,3,3,265,268,123,299,227,125,0.8,0.8,0.8,0.8,0.713333333333333,0.951221081809658,0.4972,0.5291,0.4753,0.5822,0.2433,0,0.5684,0.5347,0.4813,0.5888,0.1827,0,0.9445,0.9341,0.790993,0.670611,1.950311,1,1
line,fusion_id,3,3,252,215,139,248,219,106,0.8,0.8,0.8,0.8,0.960666666666667,0.951613140413586,0.5396,0.5358,0.4832,0.5911,0.1813,0,0.531,0.5352,0.4804,0.5913,0.1913,0,0.932,0.9331,0.811045,0.705867,1.917451,1,1
line,fusion_id,3,3,233,205,135,240,242,124,0.8,0.8,0.8,0.8,0.918,0.951927354712894,0.532,0.5151,0.4515,0.5706,0.5587,0,0.4979,0.5138,0.4539,0.5691,0.604,0,0.9718,0.9744,0.813726,0.718673,1.947882,1,1
line,fusion_id,3,3,229,212,116,224,209,136,0.8,0.8,0.8,0.8,0.968,0.951931904866935,0.5193,0.519,0.4589,0.575,0.49,0,0.5173,0.5189,0.4598,0.5743,0.5107,0,0.9643,0.9644,0.827895,0.718553,1.914913,1,1
line,fusion_id,3,3,240,246,108,240,228,120,0.8,0.8,0.8,0.8,0.943333333333333,0.952366349585609,0.4938,0.5019,0.4512,0.5553,0.9587,0,0.5128,0.503,0.451,0.556,0.9233,0,0.9977,0.9956,0.80684,0.696836,1.901207,1,1
line,fusion_id,3,3,226,227,125,191,252,130,0.8,0.8,0.8,0.8,0.778666666666667,0.951439554514547,0.4989,0.4672,0.4062,0.5289,0.2847,0,0.4312,0.463,0.4012,0.5243,0.228,0,1.0703,1.0793,0.813634,0.694104,2.036412,1,1
line,fusion_id,3,3,193,229,134,245,227,119,0.8,0.8,0.8,0.8,0.804,0.951929384342123,0.4573,0.4883,0.4303,0.5457,0.6927,0,0.5191,0.492,0.4357,0.5485,0.7587,0,1.0255,1.018,0.812518,0.679939,2.008578,1,1
line,fusion_id,3,3,252,280,120,214,231,112,0.8,0.8,0.8,0.8,0.99,0.952265662221273,0.4737,0.4779,0.4287,0.5266,0.3733,0,0.4809,0.4782,0.4274,0.5289,0.384,0,1.0467,1.0462,0.804085,0.669568,2.029756,1,1
line,fusion_id,3,3,259,253,103,234,237,126,0.8,0.8,0.8,0.8,0.992,0.953247887067171,0.5059,0.5008,0.4432,0.5589,0.9787,0,0.4968,0.5005,0.4427,0.5597,0.9793,0,1,1.0007,0.806527,0.683834,1.952218,1,1
line,fusion_id,3,3,243,234,118,246,263,118,0.8,0.8,0.8,0.8,0.888,0.951833035460197,0.5094,0.4963,0.4445,0.5535,0.886,0,0.4833,0.4947,0.4412,0.5509,0.8447,0,1.0089,1.0123,0.809013,0.683948,1.925664,1,1
line,fusion_id,3,3,211,244,127,259,242,114,0.8,0.8,0.8,0.8,0.806,0.951588411987577,0.4637,0.4894,0.4373,0.5405,0.696,0,0.517,0.4929,0.4402,0.5434,0.812,0,1.0229,1.0159,0.796202,0.654483,1.975703,1,1
line,fusion_id,3,3,231,259,132,241,242,99,0.8,0.8,0.8,0.8,0.896666666666667,0.951563055858683,0.4714,0.484,0.4271,0.5389,0.5707,0,0.499,0.4857,0.4275,0.5403,0.6267,0,1.0343,1.0308,0.79574,0.702481,1.92718,1,1
line,fusion_id,3,3,229,226,123,261,243,120,0.8,0.8,0.8,0.8,0.951333333333333,0.951558891057606,0.5033,0.5106,0.4558,0.5645,0.6933,0,0.5179,0.5119,0.458,0.5664,0.6367,0,0.9805,0.9779,0.79303,0.66543,1.880399,1,1
line,fusion_id,3,3,286,225,132,231,255,114,0.8,0.8,0.8,0.8,0.679333333333333,0.950405834010635,0.5597,0.5215,0.4635,0.5806,0.45,0,0.4753,0.5142,0.4571,0.5698,0.622,0,0.9595,0.9736,0.802135,0.686866,1.919036,1,1
line,fusion_id,3,3,254,247,120,267,222,142,0.8,0.8,0.8,0.8,0.815333333333333,0.953402105637757,0.507,0.5242,0.4738,0.5769,0.35,0,0.546,0.5272,0.4764,0.5808,0.278,0,0.9539,0.9482,0.785067,0.646408,1.960609,1,1
line,fusion_id,3,3,205,237,100,272,266,128,0.8,0.8,0.8,0.8,0.873333333333333,0.95162080033356,0.4638,0.4867,0.4309,0.5415,0.65,0,0.5056,0.4888,0.4329,0.5456,0.6993,0,1.0288,1.0244,0.811941,0.680013,1.943135,1,1
line,fusion_id,3,3,210,290,143,188,233,113,0.8,0.8,0.8,0.8,0.878,0.951433584424941,0.42,0.4307,0.3808,0.481,0.01,1,0.4466,0.4326,0.3821,0.4829,0.0107,1,1.1517,1.1473,0.808,0.680265,2.010221,1,1
line,fusion_id,3,3,217,318,158,213,226,115,0.8,0.8,0.8,0.8,0.747333333333333,0.951123837858037,0.4056,0.4398,0.3709,0.5073,0.08,0,0.4852,0.4453,0.3798,0.5148,0.1047,0,1.1321,1.1193,0.790828,0.68463,1.874614,1,1
line,fusion_id,3,3,265,258,141,258,275,117,0.8,0.8,0.8,0.8,0.906,0.951937669023242,0.5067,0.4981,0.4407,0.5574,0.9593,0,0.4841,0.4965,0.4367,0.5548,0.9007,0,1.0056,1.0089,0.796598,0.653958,1.955115,1,1
line,fusion_id,3,3,269,223,132,231,225,136,0.8,0.8,0.8,0.8,0.822666666666667,0.952227156756186,0.5467,0.5284,0.4747,0.5808,0.2767,0,0.5066,0.5256,0.4714,0.5778,0.3233,0,0.9459,0.9513,0.805097,0.696805,1.947574,1,1
line,fusion_id,3,3,223,264,118,271,237,131,0.8,0.8,0.8,0.8,0.796,0.951792874382003,0.4579,0.4945,0.4251,0.5642,0.872,0,0.5335,0.4976,0.4258,0.5683,0.9327,0,1.0137,1.0075,0.804549,0.681398,1.983549,1,1
line,fusion_id,3,3,218,285,105,261,235,117,0.8,0.8,0.8,0.8,0.627333333333333,0.951705718221203,0.4334,0.476,0.4232,0.5321,0.3687,0,0.5262,0.482,0.4279,0.5369,0.4947,0,1.051,1.0384,0.827546,0.709234,1.965534,1,1
line,fusion_id,3,3,271,236,95,221,209,139,0.8,0.8,0.8,0.8,0.961333333333333,0.951691295286689,0.5345,0.5246,0.4678,0.5825,0.3873,0,0.514,0.5236,0.4672,0.5824,0.4067,0,0.9534,0.9554,0.799353,0.682009,1.931293,1,1
line,fusion_id,3,3,240,250,107,226,269,140,0.8,0.8,0.8,0.8,0.885333333333333,0.952720146828307,0.4898,0.4742,0.4252,0.5259,0.3187,0,0.4566,0.472,0.423,0.5227,0.268,0,1.0545,1.0592,0.809873,0.692861,1.961482,1,1
line,fusion_id,3,3,235,280,121,248,220,137,0.8,0.8,0.8,0.8,0.784,0.951892734247112,0.4563,0.4869,0.4224,0.548,0.674,0,0.5299,0.4905,0.4275,0.5521,0.7607,0,1.0287,1.0213,0.798547,0.658736,1.932124,1,1
line,fusion_id,3,3,210,270,133,243,281,109,0.8,0.8,0.8,0.8,0.850666666666667,0.952176979664124,0.4375,0.4526,0.3985,0.5078,0.1007,0,0.4637,0.4548,0.3993,0.5118,0.116,0,1.1018,1.097,0.797763,0.687476,1.94337,1,1
line,fusion_id,3,3,265,195,121,258,204,130,0.8,0.8,0.8,0.8,0.960666666666667,0.952359812410987,0.5761,0.5679,0.5177,0.6207,0.006,1,0.5584,0.567,0.5156,0.6178,0.01,1,0.8733,0.8749,0.814051,0.675229,2.024137,1,1
line,fusion_id,3,3,234,236,101,259,263,98,0.8,0.8,0.8,0.8,0.998,0.952065808865628,0.4979,0.4975,0.4428,0.5508,0.9193,0,0.4962,0.4975,0.4438,0.5484,0.9133,0,1.0067,1.0065,0.814842,0.709037,1.965889,1,1
line,fusion_id,3,3,223,238,110,202,277,112,0.8,0.8,0.8,0.8,0.851333333333333,0.953267249171414,0.4837,0.4559,0.3951,0.519,0.1547,0,0.4217,0.453,0.3903,0.5158,0.134,0,1.0949,1.1016,0.821736,0.708237,1.961729,1,1
line,fusion_id,3,3,237,248,112,230,262,110,0.8,0.8,0.8,0.8,0.906,0.953038382996214,0.4887,0.4792,0.4299,0.5296,0.3793,0,0.4675,0.4778,0.4296,0.5288,0.3527,0,1.0438,1.0469,0.797565,0.669657,2.004901,1,1
line,fusion_id,3,3,236,205,114,246,222,142,0.8,0.8,0.8,0.8,0.991333333333333,0.951655308741897,0.5351,0.531,0.4682,0.5947,0.3233,0,0.5256,0.5308,0.4658,0.5943,0.3247,0,0.9416,0.9419,0.811502,0.678521,2.013541,1,1
line,fusion_id,3,3,258,232,125,227,225,111,0.8,0.8,0.8,0.8,0.906,0.952687613154774,0.5265,0.5155,0.4627,0.5668,0.5527,0,0.5022,0.5139,0.4602,0.5675,0.6033,0,0.9708,0.974,0.797609,0.6707,1.91194,1,1
line,fusion_id,3,3,215,248,122,262,228,125,0.8,0.8,0.8,0.8,0.786,0.951615476477136,0.4644,0.4973,0.4372,0.558,0.9467,0,0.5347,0.5007,0.4405,0.5617,0.9573,0,1.0073,1.0006,0.801765,0.679851,1.922423,1,1
line,fusion_id,3,3,231,267,136,222,240,113,0.8,0.8,0.8,0.8,0.916666666666667,0.952403622933558,0.4639,0.4705,0.4187,0.5209,0.2567,0,0.4805,0.4715,0.4198,0.5223,0.2627,0,1.0625,1.0602,0.829079,0.718187,2.00115,1,1
line,fusion_id,3,3,238,244,120,262,207,123,0.8,0.8,0.8,0.8,0.768,0.952313014394116,0.4938,0.5219,0.4621,0.5779,0.442,0,0.5586,0.5256,0.4664,0.5824,0.372,0,0.9587,0.9514,0.802377,0.676445,1.972545,1,1
line,fusion_id,3,3,219,273,141,249,228,130,0.8,0.8,0.8,0.8,0.760666666666667,0.950705534458845,0.4451,0.4806,0.4218,0.5364,0.516,0,0.522,0.4854,0.4294,0.5434,0.5853,0,1.0415,1.0314,0.800648,0.66075,2.015948,1,1
line,fusion_id,3,3,212,277,121,233,266,155,0.8,0.8,0.8,0.8,0.887333333333333,0.951206566542745,0.4335,0.448,0.3956,0.4974,0.0407,1,0.4669,0.4499,0.3985,0.5,0.0507,0,1.1118,1.1076,0.822422,0.708821,1.927479,1,1
line,fusion_id,3,3,251,230,128,234,257,128,0.8,0.8,0.8,0.8,0.788,0.952494962337893,0.5218,0.5005,0.4484,0.553,0.9993,0,0.4766,0.4971,0.4458,0.5522,0.8907,0,1.0004,1.0073,0.79963,0.657945,1.978614,1,1
line,fusion_id,3,3,310,221,121,241,228,123,0.8,0.8,0.8,0.8,0.783333333333333,0.951561438458439,0.5838,0.5543,0.4952,0.6129,0.066,0,0.5139,0.5505,0.4909,0.6093,0.0873,0,0.898,0.9049,0.811945,0.704375,1.887433,1,1
line,fusion_id,3,3,241,224,131,241,239,124,0.8,0.8,0.8,0.8,0.927333333333333,0.952525359616529,0.5183,0.5098,0.4607,0.5585,0.7047,0,0.5021,0.5088,0.4584,0.557,0.728,0,0.9819,0.9838,0.813589,0.711975,1.948468,1,1
line,fusion_id,3,3,254,202,165,272,227,103,0.8,0.8,0.8,0.8,0.936666666666667,0.9507986556739,0.557,0.5523,0.4959,0.607,0.072,0,0.5451,0.5507,0.4929,0.6058,0.0827,0,0.9015,0.9045,0.818549,0.69846,2.04068,1,1
line,fusion_id,3,3,246,253,106,272,274,106,0.8,0.8,0.8,0.8,0.984666666666667,0.953226893810252,0.493,0.496,0.4442,0.5548,0.856,0,0.4982,0.4962,0.4434,0.5532,0.8707,0,1.0095,1.0093,0.808317,0.682239,1.944713,1,1
line,fusion_id,3,3,221,231,99,288,255,108,0.8,0.8,0.8,0.8,0.842666666666667,0.952286660413477,0.4889,0.5093,0.4535,0.5621,0.7093,0,0.5304,0.5121,0.4584,0.5642,0.6453,0,0.9829,0.9774,0.796963,0.665992,1.978445,1,1
line,fusion_id,3,3,230,237,103,240,231,135,0.8,0.8,0.8,0.8,0.96,0.951469276274092,0.4925,0.5018,0.4458,0.5619,0.952,0,0.5096,0.5027,0.4435,0.5603,0.9193,0,0.9981,0.9963,0.804316,0.687787,1.970579,1,1
line,fusion_id,3,3,213,266,116,276,222,129,0.8,0.8,0.8,0.8,0.616666666666667,0.949518616331416,0.4447,0.4964,0.4362,0.556,0.934,0,0.5542,0.5075,0.4519,0.5714,0.824,0,1.0092,0.9869,0.782055,0.65431,1.928016,1,1
line,fusion_id,3,3,218,233,109,277,249,101,0.8,0.8,0.8,0.8,0.853333333333333,0.951370423402708,0.4834,0.5041,0.451,0.5573,0.8813,0,0.5266,0.5065,0.4527,0.559,0.796,0,0.9933,0.9886,0.799415,0.658978,2.025891,1,1
line,fusion_id,3,3,219,255,104,255,236,111,0.8,0.8,0.8,0.8,0.767333333333333,0.953103256820772,0.462,0.4877,0.4379,0.5367,0.6227,0,0.5193,0.4912,0.4405,0.5418,0.724,0,1.0264,1.0193,0.805439,0.679947,1.882749,1,1
line,fusion_id,3,3,228,300,112,230,235,129,0.8,0.8,0.8,0.8,0.836666666666667,0.950798190999849,0.4318,0.4611,0.3996,0.5194,0.1807,0,0.4946,0.4643,0.4059,0.5231,0.2233,0,1.0834,1.0765,0.795669,0.669686,1.913508,1,1
line,fusion_id,3,3,220,217,133,229,264,140,0.8,0.8,0.8,0.8,0.900666666666667,0.951085100878935,0.5034,0.4842,0.4284,0.5409,0.5833,0,0.4645,0.4819,0.4248,0.5383,0.5233,0,1.034,1.0389,0.783575,0.680435,1.856228,1,1
line,fusion_id,3,3,237,237,107,238,225,113,0.8,0.8,0.8,0.8,0.959333333333333,0.951614095560082,0.5,0.505,0.4525,0.5559,0.8413,0,0.514,0.5058,0.4529,0.5567,0.8073,0,0.9914,0.9898,0.777721,0.647301,1.91589,1,1
line,fusion_id,3,3,245,255,132,172,209,128,0.8,0.8,0.8,0.8,0.890666666666667,0.950823918858637,0.49,0.472,0.4174,0.5257,0.304,0,0.4514,0.4695,0.413,0.5251,0.2573,0,1.0595,1.0649,0.803153,0.690203,1.971005,1,1
line,fusion_id,3,3,233,236,108,245,256,134,0.8,0.8,0.8,0.8,0.976666666666667,0.951710959387506,0.4968,0.4942,0.444,0.5448,0.808,0,0.489,0.4938,0.4433,0.5441,0.806,0,1.013,1.0138,0.790669,0.659062,1.977701,1,1
line,fusion_id,3,3,240,234,104,214,250,124,0.8,0.8,0.8,0.8,0.825333333333333,0.95171454290111,0.5063,0.4856,0.4355,0.5371,0.5753,0,0.4612,0.4824,0.4313,0.5336,0.4933,0,1.0307,1.0374,0.810169,0.654847,2.032786,1,1
