comparison,FEATURE_ID,c1_num_reps,c2_num_reps,counts_c1_g1,counts_c1_g2,counts_c1_both,counts_c2_g1,counts_c2_g2,counts_c2_both,prior_c1_g1,prior_c1_g2,prior_c2_g1,prior_c2_g2,H3_independence_Bayes_evidence,probofsameAI,g1_c1_sampleprop,g1_c1_theta,g1_c1_q025,g1_c1_q975,g1_c1_Bayes_evidence,g1_c1_AI_decision,g1_c2_sampleprop,g1_c2_theta,g1_c2_q025,g1_c2_q975,g1_c2_Bayes_evidence,g1_c2_AI_decision,alpha1_postmean,alpha2_postmean,sigma_alpha_mean,sigma_alpha_0.5,sigma_alpha_0.95,c1_flag_analyze,c2_flag_analyze
line,fusion_id,3,3,233,232,94,253,235,110,0.8,0.8,0.8,0.8,0.925333333333333,0.952299340862803,0.5011,0.5084,0.4603,0.5561,0.7367,0,0.5184,0.5097,0.4637,0.5564,0.6833,0,0.9844,0.9819,0.802364,0.700211,1.948662,1,1
line,fusion_id,3,3,228,244,117,255,224,109,0.8,0.8,0.8,0.8,0.769333333333333,0.952144327318746,0.4831,0.5059,0.4547,0.5575,0.83,0,0.5324,0.5094,0.4577,0.5614,0.7287,0,0.9896,0.9826,0.806972,0.658432,2.007231,1,1
line,fusion_id,3,3,243,242,115,217,262,144,0.8,0.8,0.8,0.8,0.823333333333333,0.953238474123301,0.501,0.4782,0.4209,0.5359,0.4347,0,0.453,0.4751,0.4181,0.5305,0.38,0,1.0464,1.0531,0.809429,0.681524,1.981162,1,1
line,fusion_id,3,3,268,281,128,243,266,128,0.8,0.8,0.8,0.8,0.962,0.952348330326017,0.4882,0.4833,0.4297,0.5357,0.5233,0,0.4774,0.483,0.4305,0.5343,0.5253,0,1.0356,1.0363,0.812964,0.68937,1.950602,1,1
line,fusion_id,3,3,303,294,119,245,264,120,0.8,0.8,0.8,0.8,0.892,0.952787067681926,0.5075,0.4957,0.4471,0.5422,0.8747,0,0.4813,0.4939,0.4454,0.5405,0.8133,0,1.0099,1.0135,0.803918,0.679734,1.944948,1,1
line,fusion_id,3,3,225,231,138,251,241,104,0.8,0.8,0.8,0.8,0.930666666666667,0.951730395599515,0.4934,0.5029,0.4506,0.5571,0.9247,0,0.5102,0.504,0.4494,0.5563,0.906,0,0.9956,0.9935,0.80792,0.698128,1.986841,1,1
line,fusion_id,3,3,266,241,123,229,247,127,0.8,0.8,0.8,0.8,0.82,0.951689394170185,0.5247,0.506,0.4541,0.5602,0.8567,0,0.4811,0.5029,0.4513,0.5587,0.954,0,0.9895,0.9956,0.797025,0.674324,1.951735,1,1
line,fusion_id,3,3,229,192,111,226,218,126,0.8,0.8,0.8,0.8,0.873333333333333,0.951612787855565,0.5439,0.5287,0.4773,0.58,0.2633,0,0.509,0.5259,0.4733,0.5778,0.3233,0,0.9454,0.9507,0.818169,0.692431,1.97608,1,1
line,fusion_id,3,3,225,250,106,292,240,115,0.8,0.8,0.8,0.8,0.707333333333333,0.953263834324382,0.4737,0.5099,0.4508,0.563,0.7007,0,0.5489,0.5147,0.4574,0.5694,0.566,0,0.9818,0.9724,0.792451,0.68063,1.939413,1,1
line,fusion_id,3,3,232,228,146,229,236,139,0.8,0.8,0.8,0.8,0.968666666666667,0.952326549264498,0.5043,0.4977,0.4403,0.5535,0.924,0,0.4925,0.4971,0.4406,0.5546,0.9133,0,1.0063,1.0075,0.803452,0.674792,1.926195,1,1
line,fusion_id,3,3,258,229,120,249,214,114,0.8,0.8,0.8,0.8,0.956,0.951903639442554,0.5298,0.5314,0.4787,0.5827,0.23,0,0.5378,0.5322,0.4775,0.5848,0.2307,0,0.9402,0.9388,0.802965,0.669053,1.999599,1,1
line,fusion_id,3,3,261,244,118,205,277,116,0.8,0.8,0.8,0.8,0.704,0.951084019619724,0.5168,0.4758,0.4181,0.5354,0.3973,0,0.4253,0.4698,0.4108,0.5271,0.2973,0,1.0517,1.0644,0.817001,0.695237,2.009564,1,1
line,fusion_id,3,3,274,233,113,201,231,131,0.8,0.8,0.8,0.8,0.703333333333333,0.951529605182553,0.5404,0.5084,0.4588,0.5592,0.74,0,0.4653,0.5038,0.4533,0.5557,0.8667,0,0.9845,0.9938,0.801213,0.657422,2.015632,1,1
line,fusion_id,3,3,212,239,141,243,184,112,0.8,0.8,0.8,0.8,0.684666666666667,0.952241857586539,0.4701,0.5162,0.4597,0.5705,0.554,0,0.5691,0.5229,0.4675,0.5774,0.418,0,0.9695,0.9566,0.798626,0.684814,1.939159,1,1
line,fusion_id,3,3,259,290,120,229,282,135,0.8,0.8,0.8,0.8,0.886,0.950092038193392,0.4718,0.4624,0.4195,0.5057,0.0853,0,0.4481,0.4603,0.4164,0.5057,0.09,0,1.0795,1.0841,0.802306,0.663176,2.012426,1,1
line,fusion_id,3,3,226,226,111,257,247,113,0.8,0.8,0.8,0.8,0.964,0.950860682973431,0.5,0.5027,0.4392,0.5645,0.9447,0,0.5099,0.5036,0.4423,0.5651,0.9207,0,0.9966,0.9948,0.801332,0.67107,1.928558,1,1
line,fusion_id,3,3,265,221,136,242,208,80,0.8,0.8,0.8,0.8,0.977333333333333,0.952254388889122,0.5453,0.5421,0.4883,0.5952,0.1133,0,0.5378,0.5414,0.4871,0.595,0.1213,0,0.9202,0.9215,0.792666,0.671401,1.9681,1,1
line,fusion_id,3,3,214,204,143,239,227,125,0.8,0.8,0.8,0.8,0.978666666666667,0.951565932454987,0.512,0.5094,0.448,0.5707,0.7427,0,0.5129,0.5099,0.4502,0.5709,0.7293,0,0.9831,0.9821,0.817881,0.703382,1.983093,1,1
line,fusion_id,3,3,213,242,120,268,216,103,0.8,0.8,0.8,0.8,0.766666666666667,0.951329665935857,0.4681,0.5094,0.4396,0.5772,0.7687,0,0.5537,0.5146,0.4458,0.5843,0.6673,0,0.9837,0.9734,0.797595,0.663046,2.005754,1,1
line,fusion_id,3,3,273,203,108,232,209,104,0.8,0.8,0.8,0.8,0.850666666666667,0.953177081127725,0.5735,0.5484,0.4864,0.6084,0.1167,0,0.5261,0.5457,0.4834,0.6054,0.13,0,0.909,0.9139,0.791675,0.668369,1.94122,1,1
line,fusion_id,3,3,248,191,105,235,224,160,0.8,0.8,0.8,0.8,0.878666666666667,0.951727582105336,0.5649,0.5397,0.4751,0.602,0.2067,0,0.512,0.5371,0.4703,0.5959,0.23,0,0.9251,0.9299,0.796338,0.662163,1.945359,1,1
line,fusion_id,3,3,182,268,150,228,158,103,0.8,0.8,0.8,0.8,0.559333333333333,0.944151253579999,0.4044,0.4774,0.36,0.5688,0.7013,0,0.5907,0.5091,0.4168,0.6225,0.9033,0,1.0531,0.9868,0.766294,0.642454,1.893774,1,1
line,fusion_id,3,3,236,236,120,220,238,118,0.8,0.8,0.8,0.8,0.950666666666667,0.95183583043496,0.5,0.491,0.44,0.5428,0.7433,0,0.4803,0.4901,0.4389,0.5419,0.702,0,1.0197,1.0216,0.81733,0.703006,1.960328,1,1
line,fusion_id,3,3,220,281,116,201,282,110,0.8,0.8,0.8,0.8,0.924,0.951173502130336,0.4391,0.4324,0.3745,0.4941,0.0373,1,0.4161,0.4308,0.3725,0.4932,0.0287,1,1.1487,1.1525,0.79367,0.661897,1.917398,1,1
line,fusion_id,3,3,291,229,117,231,237,128,0.8,0.8,0.8,0.8,0.738,0.951801209290818,0.5596,0.53,0.4751,0.5814,0.2433,0,0.4936,0.526,0.4715,0.5776,0.3187,0,0.9428,0.9506,0.800531,0.682668,1.950291,1,1
line,fusion_id,3,3,257,227,128,224,245,96,0.8,0.8,0.8,0.8,0.781333333333333,0.951983098281755,0.531,0.5054,0.4565,0.553,0.8107,0,0.4776,0.5023,0.4549,0.5499,0.9373,0,0.9904,0.9967,0.82168,0.710829,1.938196,1,1
line,fusion_id,3,3,194,252,116,274,212,113,0.8,0.8,0.8,0.8,0.571333333333333,0.946465950469412,0.435,0.4936,0.4132,0.5539,0.8873,0,0.5638,0.5101,0.4488,0.5812,0.7647,0,1.0154,0.982,0.778938,0.652755,1.933315,1,1
line,fusion_id,3,3,199,212,108,259,277,124,0.8,0.8,0.8,0.8,0.992,0.951214445142038,0.4842,0.4825,0.4304,0.5327,0.492,0,0.4832,0.4823,0.4299,0.5323,0.4907,0,1.0373,1.0376,0.796431,0.673686,1.962558,1,1
line,fusion_id,3,3,275,293,127,270,294,150,0.8,0.8,0.8,0.8,0.955333333333333,0.95214182759744,0.4842,0.4821,0.4328,0.5351,0.476,0,0.4787,0.4816,0.4324,0.536,0.4733,0,1.0379,1.039,0.793873,0.668135,1.894417,1,1
line,fusion_id,3,3,267,220,120,250,265,124,0.8,0.8,0.8,0.8,0.774,0.951836454998522,0.5483,0.5185,0.4666,0.5706,0.4647,0,0.4854,0.5148,0.4631,0.5678,0.56,0,0.9649,0.9721,0.787169,0.666403,1.982185,1,1
line,fusion_id,3,3,280,211,113,223,266,124,0.8,0.8,0.8,0.8,0.600666666666667,0.951188731972811,0.5703,0.5179,0.4634,0.5778,0.5427,0,0.456,0.5073,0.4443,0.5631,0.7833,0,0.9664,0.9872,0.781001,0.653525,1.92551,1,1
line,fusion_id,3,3,234,226,137,201,227,101,0.8,0.8,0.8,0.8,0.872666666666667,0.951231460699323,0.5087,0.4915,0.435,0.5495,0.7613,0,0.4696,0.4889,0.4335,0.5481,0.6847,0,1.019,1.0242,0.781839,0.646232,1.93805,1,1
line,fusion_id,3,3,256,227,135,187,220,114,0.8,0.8,0.8,0.8,0.754666666666667,0.952042824692449,0.53,0.5005,0.4466,0.554,0.9873,0,0.4595,0.4965,0.4427,0.5513,0.8913,0,1.0005,1.0085,0.808386,0.681897,1.926554,1,1
line,fusion_id,3,3,281,297,95,239,232,130,0.8,0.8,0.8,0.8,0.890666666666667,0.95129947444758,0.4862,0.4958,0.4429,0.547,0.884,0,0.5074,0.4973,0.4443,0.5481,0.922,0,1.0099,1.0069,0.809533,0.701604,1.955964,1,1
line,fusion_id,3,3,228,224,128,217,250,109,0.8,0.8,0.8,0.8,0.828666666666667,0.950533952950351,0.5044,0.4872,0.4372,0.5392,0.616,0,0.4647,0.4842,0.4357,0.5344,0.5393,0,1.0274,1.0335,0.796349,0.658557,1.982926,1,1
line,fusion_id,3,3,242,272,106,242,259,118,0.8,0.8,0.8,0.8,0.936,0.952302672388247,0.4708,0.4758,0.4247,0.5269,0.3313,0,0.483,0.4768,0.4263,0.5278,0.3467,0,1.0511,1.0491,0.782421,0.652037,1.935026,1,1
line,fusion_id,3,3,257,224,117,257,216,122,0.8,0.8,0.8,0.8,0.964,0.951154148397263,0.5343,0.539,0.4867,0.5903,0.1367,0,0.5433,0.5396,0.4855,0.5913,0.1367,0,0.9259,0.9248,0.822809,0.680902,2.044021,1,1
line,fusion_id,3,3,208,239,97,242,235,115,0.8,0.8,0.8,0.8,0.846,0.953497134332451,0.4653,0.4848,0.43,0.5394,0.5807,0,0.5073,0.487,0.4321,0.5399,0.6413,0,1.0327,1.028,0.785264,0.649032,1.965043,1,1
line,fusion_id,3,3,208,204,106,285,228,132,0.8,0.8,0.8,0.8,0.795333333333333,0.952158863937948,0.5049,0.5302,0.4794,0.581,0.236,0,0.5556,0.5335,0.4818,0.5842,0.194,0,0.9424,0.9363,0.832057,0.707973,1.980748,1,1
line,fusion_id,3,3,225,227,95,218,227,105,0.8,0.8,0.8,0.8,0.96,0.950698732601411,0.4978,0.4938,0.4394,0.5481,0.8293,0,0.4899,0.4929,0.4381,0.5471,0.806,0,1.014,1.0159,0.811001,0.68328,1.928356,1,1
line,fusion_id,3,3,232,244,130,229,185,99,0.8,0.8,0.8,0.8,0.776,0.951519139773407,0.4874,0.5165,0.4582,0.57,0.5247,0,0.5531,0.5207,0.4658,0.5731,0.428,0,0.969,0.9608,0.797868,0.679986,1.973672,1,1
line,fusion_id,3,3,203,259,111,229,277,116,0.8,0.8,0.8,0.8,0.986,0.951895787739074,0.4394,0.4463,0.3962,0.4982,0.044,1,0.4526,0.4467,0.3976,0.4991,0.046,1,1.1157,1.1148,0.798405,0.685943,1.912642,1,1
line,fusion_id,3,3,229,275,121,251,177,112,0.8,0.8,0.8,0.8,0.59,0.947003098108735,0.4544,0.5084,0.4242,0.576,0.7533,0,0.5864,0.5244,0.4595,0.6079,0.4907,0,0.986,0.9547,0.78736,0.646828,1.969976,1,1
line,fusion_id,3,3,247,242,102,249,272,104,0.8,0.8,0.8,0.8,0.898,0.951637816238862,0.5051,0.4927,0.4402,0.5481,0.7647,0,0.4779,0.4911,0.4399,0.5456,0.7007,0,1.0162,1.0195,0.816871,0.681146,2.010264,1,1
line,fusion_id,3,3,263,250,118,258,241,112,0.8,0.8,0.8,0.8,0.968,0.952643863970469,0.5127,0.5141,0.4623,0.565,0.5847,0,0.517,0.5144,0.4635,0.5662,0.5713,0,0.9734,0.9728,0.79981,0.682355,1.913288,1,1
line,fusion_id,3,3,240,249,108,209,219,77,0.8,0.8,0.8,0.8,0.981333333333333,0.95295077287348,0.4908,0.4899,0.4321,0.5465,0.7167,0,0.4883,0.4899,0.4327,0.5448,0.722,0,1.0221,1.0223,0.801625,0.689222,1.982269,1,1
line,fusion_id,3,3,229,247,135,237,225,101,0.8,0.8,0.8,0.8,0.860666666666667,0.952413025224234,0.4811,0.4962,0.446,0.5477,0.8813,0,0.513,0.4984,0.448,0.549,0.946,0,1.009,1.0045,0.783047,0.64405,1.917601,1,1
line,fusion_id,3,3,251,270,111,193,238,119,0.8,0.8,0.8,0.8,0.872666666666667,0.952198566306503,0.4818,0.4705,0.419,0.5248,0.2487,0,0.4478,0.4678,0.4138,0.5224,0.2153,0,1.0626,1.0684,0.807499,0.700217,1.934568,1,1
line,fusion_id,3,3,201,193,117,270,218,135,0.8,0.8,0.8,0.8,0.833333333333333,0.951488286953486,0.5102,0.5316,0.4777,0.5872,0.254,0,0.5533,0.5341,0.4791,0.5885,0.22,0,0.9399,0.9352,0.804817,0.667954,1.990236,1,1
line,fusion_id,3,3,275,220,130,209,309,112,0.8,0.8,0.8,0.8,0.574666666666667,0.944609564751066,0.5556,0.4912,0.4215,0.5775,0.752,0,0.4035,0.4703,0.3841,0.5449,0.442,0,1.021,1.0652,0.791143,0.656167,1.931622,1,1
line,fusion_id,3,3,237,271,109,228,272,128,0.8,0.8,0.8,0.8,0.922666666666667,0.952314143762471,0.4665,0.4615,0.4138,0.5128,0.1207,0,0.456,0.4606,0.4117,0.5107,0.1127,0,1.0816,1.0838,0.826827,0.684472,2.037551,1,1
line,fusion_id,3,3,200,228,114,266,225,132,0.8,0.8,0.8,0.8,0.736666666666667,0.952200673850288,0.4673,0.5047,0.4504,0.561,0.868,0,0.5418,0.5089,0.4556,0.5658,0.7593,0,0.9923,0.9839,0.793777,0.663849,2.012432,1,1
line,fusion_id,3,3,221,251,133,290,229,96,0.8,0.8,0.8,0.8,0.704,0.950585446809199,0.4682,0.5113,0.45,0.568,0.668,0,0.5588,0.5195,0.463,0.5765,0.4647,0,0.9793,0.9633,0.806153,0.673492,1.938292,1,1
line,fusion_id,3,3,241,248,111,253,281,117,0.8,0.8,0.8,0.8,0.924,0.950895330729539,0.4928,0.486,0.4326,0.5431,0.598,0,0.4738,0.4848,0.4323,0.5414,0.5607,0,1.0301,1.0326,0.811718,0.667307,1.987523,1,1
line,fusion_id,3,3,258,232,114,240,220,134,0.8,0.8,0.8,0.8,0.99,0.951104409669925,0.5265,0.5242,0.4692,0.5758,0.368,0,0.5217,0.5239,0.47,0.5748,0.3573,0,0.954,0.9546,0.791597,0.67532,1.937361,1,1
line,fusion_id,3,3,232,264,102,217,255,111,0.8,0.8,0.8,0.8,0.941333333333333,0.951487436891169,0.4677,0.4657,0.4148,0.5153,0.1693,0,0.4597,0.4648,0.4161,0.5143,0.15,0,1.0728,1.0746,0.807016,0.669291,2.009091,1,1
line,fusion_id,3,3,273,274,138,195,283,132,0.8,0.8,0.8,0.8,0.630666666666667,0.95062913443783,0.4991,0.4606,0.4082,0.5161,0.14,0,0.4079,0.4526,0.3973,0.505,0.074,0,1.0841,1.1017,0.809994,0.67816,1.944171,1,1
line,fusion_id,3,3,284,206,132,240,221,114,0.8,0.8,0.8,0.8,0.702666666666667,0.950732842825023,0.5796,0.5543,0.5027,0.6055,0.038,1,0.5206,0.549,0.4986,0.5997,0.0567,0,0.8976,0.9074,0.791997,0.655729,1.996295,1,1
line,fusion_id,3,3,198,230,115,232,298,121,0.8,0.8,0.8,0.8,0.928666666666667,0.952405162727895,0.4626,0.4507,0.3914,0.5113,0.1033,0,0.4377,0.4495,0.3915,0.5096,0.0967,0,1.1064,1.109,0.803448,0.676924,1.966434,1,1
line,fusion_id,3,3,232,230,120,206,250,125,0.8,0.8,0.8,0.8,0.830666666666667,0.950547602525742,0.5022,0.4808,0.4219,0.5439,0.502,0,0.4518,0.4775,0.4194,0.5391,0.434,0,1.0412,1.0482,0.822217,0.711006,1.93486,1,1
line,fusion_id,3,3,267,254,132,220,287,154,0.8,0.8,0.8,0.8,0.718,0.949180775307507,0.5125,0.4766,0.4173,0.5338,0.4247,0,0.4339,0.4703,0.4085,0.5275,0.3013,0,1.05,1.0635,0.777819,0.642017,1.925409,1,1
line,fusion_id,3,3,229,277,125,281,216,119,0.8,0.8,0.8,0.8,0.575333333333333,0.950925709646571,0.4526,0.5023,0.4464,0.5582,0.9307,0,0.5654,0.5114,0.4571,0.569,0.6893,0,0.997,0.979,0.815428,0.68684,1.979448,1,1
line,fusion_id,3,3,191,269,117,280,223,105,0.8,0.8,0.8,0.8,0.510666666666667,0.944877688567767,0.4152,0.4765,0.3852,0.5407,0.5367,0,0.5567,0.5014,0.4373,0.5874,0.956,0,1.0518,0.9998,0.782145,0.662111,1.879509,1,1
line,fusion_id,3,3,255,237,125,248,239,116,0.8,0.8,0.8,0.8,0.941333333333333,0.951783262428928,0.5183,0.5149,0.4643,0.5645,0.5733,0,0.5092,0.5141,0.4636,0.5657,0.564,0,0.9719,0.9734,0.817803,0.693684,1.977948,1,1
line,fusion_id,3,3,238,240,139,192,212,108,0.8,0.8,0.8,0.8,0.934,0.95059153673072,0.4979,0.4896,0.4176,0.5633,0.7387,0,0.4752,0.4877,0.4142,0.5608,0.7013,0,1.0239,1.0278,0.78757,0.666855,1.94623,1,1
line,fusion_id,3,3,199,240,116,261,249,127,0.8,0.8,0.8,0.8,0.787333333333333,0.951414723014068,0.4533,0.4833,0.4285,0.5337,0.5267,0,0.5118,0.4869,0.4325,0.5367,0.632,0,1.0357,1.0281,0.794629,0.672205,1.903938,1,1
line,fusion_id,3,3,214,230,105,223,252,148,0.8,0.8,0.8,0.8,0.971333333333333,0.952027433753681,0.482,0.4765,0.4176,0.5409,0.42,0,0.4695,0.476,0.4179,0.5401,0.4107,0,1.0503,1.0514,0.801342,0.674846,1.95548,1,1
line,fusion_id,3,3,267,219,112,262,202,124,0.8,0.8,0.8,0.8,0.915333333333333,0.951605112593836,0.5494,0.5557,0.5063,0.6054,0.024,1,0.5647,0.5569,0.5069,0.6071,0.0193,1,0.8951,0.8929,0.806244,0.677378,1.923008,1,1
line,fusion_id,3,3,245,214,107,233,233,136,0.8,0.8,0.8,0.8,0.887333333333333,0.952720517597491,0.5338,0.518,0.4616,0.577,0.5273,0,0.5,0.5163,0.4597,0.5753,0.5573,0,0.9662,0.9696,0.802559,0.645712,1.960439,1,1
line,fusion_id,3,3,280,242,132,213,259,130,0.8,0.8,0.8,0.8,0.713333333333333,0.952449253061207,0.5364,0.4986,0.4463,0.5516,0.9513,0,0.4513,0.4934,0.4406,0.5445,0.814,0,1.0043,1.0147,0.791756,0.661012,1.955856,1,1
line,fusion_id,3,3,217,230,115,242,215,108,0.8,0.8,0.8,0.8,0.839333333333333,0.95219597664134,0.4855,0.5057,0.4536,0.5569,0.8127,0,0.5295,0.5085,0.456,0.5611,0.7307,0,0.9899,0.9845,0.811063,0.696671,1.986292,1,1
line,fusion_id,3,3,216,202,102,173,301,148,0.8,0.8,0.8,0.8,0.528666666666667,0.944065084442121,0.5167,0.4519,0.3811,0.556,0.26,0,0.365,0.4207,0.3234,0.4909,0.0273,1,1.106,1.1798,0.768084,0.620905,1.915893,1,1
line,fusion_id,3,3,228,257,119,245,236,128,0.8,0.8,0.8,0.8,0.842,0.951464693726524,0.4701,0.4887,0.4372,0.5426,0.652,0,0.5094,0.491,0.4379,0.546,0.7287,0,1.0243,1.0197,0.816581,0.685596,1.980314,1,1
line,fusion_id,3,3,218,225,124,257,240,152,0.8,0.8,0.8,0.8,0.9,0.951641185968307,0.4921,0.5047,0.4464,0.5632,0.87,0,0.5171,0.506,0.4479,0.5625,0.832,0,0.9925,0.9896,0.800945,0.694039,1.885004,1,1
line,fusion_id,3,3,209,201,135,243,224,133,0.8,0.8,0.8,0.8,0.966,0.952747885836807,0.5098,0.5164,0.4484,0.5807,0.626,0,0.5203,0.517,0.4502,0.5813,0.588,0,0.9699,0.9685,0.825177,0.711145,1.899194,1,1
line,fusion_id,3,3,211,205,112,227,242,100,0.8,0.8,0.8,0.8,0.962666666666667,0.951243463539921,0.5072,0.4962,0.4395,0.5549,0.8853,0,0.484,0.4953,0.4404,0.5554,0.848,0,1.0094,1.0113,0.803747,0.67865,1.915844,1,1
line,fusion_id,3,3,247,214,108,229,286,122,0.8,0.8,0.8,0.8,0.716,0.952026147958873,0.5358,0.4932,0.4317,0.5577,0.822,0,0.4447,0.486,0.4216,0.5472,0.6587,0,1.0158,1.0307,0.786006,0.66527,1.929402,1,1
line,fusion_id,3,3,238,250,107,226,194,123,0.8,0.8,0.8,0.8,0.812,0.951526495334797,0.4877,0.5091,0.4562,0.5612,0.7327,0,0.5381,0.512,0.4576,0.5626,0.6493,0,0.9833,0.9776,0.803407,0.659901,1.999501,1,1
line,fusion_id,3,3,207,251,114,236,248,122,0.8,0.8,0.8,0.8,0.886,0.953311844122562,0.452,0.4696,0.4159,0.5242,0.2487,0,0.4876,0.4713,0.4173,0.5238,0.272,0,1.0646,1.0608,0.811659,0.699912,1.936672,1,1
line,fusion_id,3,3,254,255,144,207,267,92,0.8,0.8,0.8,0.8,0.830666666666667,0.952414325304706,0.499,0.4704,0.4095,0.5304,0.3367,0,0.4367,0.4669,0.4055,0.5279,0.274,0,1.0635,1.0711,0.810961,0.682777,1.952544,1,1
line,fusion_id,3,3,248,199,103,233,252,134,0.8,0.8,0.8,0.8,0.783333333333333,0.952482986276448,0.5548,0.5198,0.4547,0.5819,0.522,0,0.4804,0.5152,0.4504,0.5752,0.604,0,0.9629,0.9719,0.814544,0.692787,1.996467,1,1
line,fusion_id,3,3,264,233,131,225,274,136,0.8,0.8,0.8,0.8,0.786,0.95004844882171,0.5312,0.4912,0.4257,0.5591,0.7893,0,0.4509,0.4871,0.4218,0.5556,0.694,0,1.0203,1.0286,0.805073,0.695288,1.936161,1,1
line,fusion_id,3,3,261,244,123,208,220,111,0.8,0.8,0.8,0.8,0.876666666666667,0.953198529559546,0.5168,0.503,0.4472,0.5544,0.8853,0,0.486,0.501,0.4452,0.5542,0.9533,0,0.9956,0.9995,0.806312,0.682984,1.971078,1,1
line,fusion_id,3,3,165,280,115,289,238,142,0.8,0.8,0.8,0.8,0.536,0.946431028752793,0.3708,0.4261,0.352,0.498,0.05,0,0.5484,0.4519,0.3846,0.581,0.3,0,1.1654,1.1078,0.756377,0.67885,1.624535,1,1
line,fusion_id,3,3,280,272,115,195,217,119,0.8,0.8,0.8,0.8,0.866666666666667,0.951811421867914,0.5072,0.4933,0.439,0.5522,0.77,0,0.4733,0.4913,0.4345,0.5497,0.7367,0,1.0151,1.0192,0.801811,0.65188,2.065634,1,1
line,fusion_id,3,3,265,238,131,236,235,121,0.8,0.8,0.8,0.8,0.886,0.951301885967355,0.5268,0.514,0.4608,0.5654,0.5747,0,0.5011,0.5121,0.4578,0.5651,0.6347,0,0.9738,0.9774,0.794929,0.663109,1.953082,1,1
line,fusion_id,3,3,230,236,117,248,220,109,0.8,0.8,0.8,0.8,0.841333333333333,0.952311042214693,0.4936,0.5099,0.4584,0.5628,0.702,0,0.5299,0.512,0.4608,0.564,0.6367,0,0.9817,0.9776,0.786597,0.668405,1.925302,1,1
line,fusion_id,3,3,230,249,113,200,234,117,0.8,0.8,0.8,0.8,0.942,0.951931117726208,0.4802,0.4708,0.4202,0.5232,0.2653,0,0.4608,0.4698,0.4176,0.5238,0.2587,0,1.0619,1.0641,0.838256,0.714411,1.978118,1,1
line,fusion_id,3,3,227,233,127,239,234,94,0.8,0.8,0.8,0.8,0.949333333333333,0.953535500714531,0.4935,0.499,0.4474,0.5525,0.956,0,0.5053,0.5002,0.4486,0.555,0.9893,0,1.0034,1.0011,0.800922,0.661444,1.955178,1,1
line,fusion_id,3,3,214,232,132,223,250,121,0.8,0.8,0.8,0.8,0.983333333333333,0.951965752805991,0.4798,0.4732,0.4215,0.527,0.32,0,0.4715,0.4727,0.4218,0.5227,0.312,0,1.0567,1.0578,0.803537,0.683347,1.978572,1,1
line,fusion_id,3,3,222,215,109,246,220,134,0.8,0.8,0.8,0.8,0.955333333333333,0.952489567633603,0.508,0.5188,0.4541,0.5842,0.56,0,0.5279,0.5196,0.4539,0.5834,0.55,0,0.9651,0.9635,0.800191,0.676611,1.99407,1,1
line,fusion_id,3,3,229,247,135,232,259,139,0.8,0.8,0.8,0.8,0.95,0.950986497498616,0.4811,0.4793,0.4208,0.5378,0.4567,0,0.4725,0.4783,0.4207,0.5387,0.428,0,1.0443,1.0465,0.795135,0.665794,1.937556,1,1
line,fusion_id,3,3,201,245,108,209,261,116,0.8,0.8,0.8,0.8,0.998666666666667,0.951097890004493,0.4507,0.4496,0.388,0.5095,0.0987,0,0.4447,0.4495,0.3897,0.5095,0.0947,0,1.109,1.1092,0.815622,0.694633,1.948752,1,1
line,fusion_id,3,3,240,249,121,227,272,94,0.8,0.8,0.8,0.8,0.808,0.952941861854411,0.4908,0.4743,0.4231,0.5263,0.3473,0,0.4549,0.4716,0.4211,0.5249,0.298,0,1.0546,1.0602,0.816739,0.700773,1.958789,1,1
line,fusion_id,3,3,284,216,122,211,215,123,0.8,0.8,0.8,0.8,0.77,0.951702301779569,0.568,0.5351,0.4776,0.5906,0.2007,0,0.4953,0.5313,0.4725,0.5869,0.26,0,0.9334,0.9407,0.804996,0.690348,1.954782,1,1
line,fusion_id,3,3,233,224,113,233,214,110,0.8,0.8,0.8,0.8,0.942666666666667,0.951526643874428,0.5098,0.5137,0.4619,0.5703,0.6207,0,0.5213,0.5147,0.4626,0.5699,0.578,0,0.9743,0.9723,0.791305,0.674082,1.901591,1,1
line,fusion_id,3,3,216,279,131,260,227,115,0.8,0.8,0.8,0.8,0.66,0.952053961715103,0.4364,0.4802,0.4176,0.5424,0.5147,0,0.5339,0.488,0.4301,0.5496,0.6733,0,1.0426,1.0264,0.79322,0.664341,1.921329,1,1
line,fusion_id,3,3,255,230,105,235,213,95,0.8,0.8,0.8,0.8,0.991333333333333,0.951011445400348,0.5258,0.5262,0.4782,0.5769,0.2913,0,0.5246,0.5263,0.4793,0.5776,0.2707,0,0.95,0.9497,0.794843,0.674996,1.93068,1,1
line,fusion_id,3,3,263,246,124,232,247,118,0.8,0.8,0.8,0.8,0.857333333333333,0.951523435972787,0.5167,0.5026,0.4527,0.5544,0.924,0,0.4843,0.5004,0.4509,0.5521,0.9947,0,0.9961,1.0006,0.799164,0.667844,1.973408,1,1
line,fusion_id,3,3,268,236,123,297,271,102,0.8,0.8,0.8,0.8,0.954666666666667,0.951650961855509,0.5317,0.5265,0.4713,0.5792,0.3253,0,0.5229,0.5261,0.4724,0.5782,0.3153,0,0.9495,0.9503,0.797206,0.654582,1.956928,1,1
